spectral_axis,intensity
6844,0.864722
6846,0.864921
6848,0.85512
6850,0.820619
6852,0.783201
6854,0.811017
6856,0.901206
6858,0.999412
6860,1.007513
6862,0.915114
6864,0.796712
6866,0.71621
6868,0.685023
6870,0.705815
6872,0.751816
6874,0.805011
6876,0.841325
6878,0.85951
6880,0.873022
6882,0.855715
6884,0.824216
6886,0.797024
6888,0.791925
6890,0.799715
6892,0.806711
6894,0.817815
6896,0.824415
6898,0.818325
6900,0.81181
6902,0.813509
6904,0.829712
6906,0.856621
6908,0.870217
6910,0.861323
6912,0.838408
6914,0.844214
6916,0.901319
6918,0.967517
6920,0.996012
6922,0.969301
6924,0.91721
6926,0.871606
6928,0.841127
6930,0.839824
6932,0.865912
6934,0.888913
6936,0.887015
6938,0.869424
6940,0.898005
6942,0.967205
6944,1.036207
6946,1.058216
6948,1.028105
6950,0.979215
6952,0.933016
6954,0.900328
6956,0.884324
6958,0.890527
6960,0.912111
6962,0.913924
6964,0.917805
6966,0.919419
6968,0.920524
6970,0.928909
6972,0.960605
6974,1.013008
6976,1.031618
6978,1.008108
6980,0.967828
6982,0.930608
6984,0.901206
6986,0.887326
6988,0.888601
6990,0.903104
6992,0.909619
6994,0.908514
6996,0.909024
6998,0.915907
7000,0.929022
7002,0.944006
7004,0.959104
7006,0.972304
7008,0.988704
7010,0.994001
7012,0.977601
7014,0.955818
7016,0.945904
7018,0.94681
7020,0.936217
7022,0.931628
7024,0.927719
7026,0.919108
7028,0.901404
7030,0.891207
7032,0.896617
7034,0.905625
7036,0.919816
7038,0.931628
7040,0.938228
7042,0.946414
7044,0.973522
7046,0.9974
7048,0.999327
7050,0.985617
7052,0.974003
7054,0.971227
7056,0.967205
7058,0.974315
7060,0.978819
7062,0.975108
7064,0.969811
7066,0.977516
7068,0.995417
7070,1.002527
7072,0.994228
7074,0.980405
7076,0.97811
7078,0.994709
7080,1.012923
7082,1.027907
7084,1.033119
7086,1.028927
7088,1.021817
7090,1.035215
7092,1.074701
7094,1.106115
7096,1.11651
7098,1.104415
7100,1.092207
